season,circuit_id,level_2,podium
2006,albert_park,grid,0.3178994918125353
2014,monaco,grid,0.3178994918125353
1951,indianapolis,grid,0.3166757813030055
1973,montjuic,grid,0.3156408808582722
2005,suzuka,grid,0.31278195488721805
1952,spa,grid,0.31225296442687744
2010,yeongam,grid,0.31217391304347825
1973,osterreichring,grid,0.31126482213438733
2001,monza,grid,0.3111236589497459
1985,detroit,grid,0.30846153846153845
1976,osterreichring,grid,0.30846153846153845
1985,silverstone,grid,0.30735042735042734
1984,detroit,grid,0.3064713064713065
1960,silverstone,grid,0.3052042089736808
1985,kyalami,grid,0.3051948051948052
1957,monza,grid,0.3039822860166234
2004,nurburgring,grid,0.3037593984962406
2003,albert_park,grid,0.2992481203007519
1999,hockenheimring,grid,0.2987012987012987
1961,zandvoort,grid,0.2978042504433212
2003,hockenheimring,grid,0.29761365907098913
2011,monaco,grid,0.2956521739130435
1997,villeneuve,grid,0.2941840767927724
1971,osterreichring,grid,0.2919254658385093
1955,aintree,grid,0.289430833092781
1960,riverside,grid,0.2875494071146245
1954,silverstone,grid,0.2821414806842777
1993,catalunya,grid,0.28136752136752136
2000,silverstone,grid,0.28063241106719367
1979,galvez,grid,0.27794871794871795
2001,monaco,grid,0.2761151891586674
1970,spa,grid,0.27450980392156865
2010,spa,grid,0.27391304347826084
1993,estoril,grid,0.27247863247863247
1995,hockenheimring,grid,0.27217391304347827
1993,monaco,grid,0.27111111111111114
1995,galvez,grid,0.2676923076923077
1985,nurburgring,grid,0.2673992673992674
1968,nurburgring,grid,0.2661654135338346
2016,catalunya,grid,0.2648221343873518
2005,bahrain,grid,0.2646616541353383
1959,avus,grid,0.2642857142857143
1985,ricard,grid,0.26222222222222225
1979,osterreichring,grid,0.2619910962641429
1996,hockenheimring,grid,0.26165413533834586
1974,zandvoort,grid,0.2614687458337607
1967,monza,grid,0.26109391124871
1958,ain-diab,grid,0.2592307692307692
2007,fuji,grid,0.25804630152456237
1955,indianapolis,grid,0.25691177477049326
2011,albert_park,grid,0.2524308329098654
2014,albert_park,grid,0.2523997741389046
1968,brands_hatch,grid,0.2518294442315647
1977,interlagos,grid,0.25014116318464147
1975,osterreichring,grid,0.24983888629917128
1950,silverstone,grid,0.24518738480442362
1996,monza,grid,0.24511278195488723
1967,mosport,grid,0.24458204334365324
1993,villeneuve,grid,0.24376068376068377
1973,monza,grid,0.24307692307692308
1973,interlagos,grid,0.2424383368527295
2011,villeneuve,grid,0.2382608695652174
1998,silverstone,grid,0.2354601919819311
2000,indianapolis,grid,0.233201581027668
1956,spa,grid,0.23187699627598762
2019,spa,grid,0.23157894736842105
1962,watkins_glen,grid,0.23015999812019375
2017,catalunya,grid,0.23007518796992482
1975,zandvoort,grid,0.23
1967,silverstone,grid,0.22930359757347865
1964,zandvoort,grid,0.22848373124619456
1994,suzuka,grid,0.22795739737888032
1957,aintree,grid,0.22747589021159736
2018,BAK,grid,0.22556390977443608
1972,monaco,grid,0.22503491545585816
2011,spa,grid,0.2234782608695652
1954,indianapolis,grid,0.2230606376689767
2001,osterreichring,grid,0.2230378317334839
1986,monza,grid,0.22039072039072038
2006,hungaroring,grid,0.21964991530208922
1954,monza,grid,0.21912677047415663
2007,villeneuve,grid,0.21852060982495766
2005,hockenheimring,grid,0.21804511278195488
1995,adelaide,grid,0.21739130434782608
1994,villeneuve,grid,0.21672771672771673
2001,silverstone,grid,0.21626199887069453
1960,spa,grid,0.21403508771929824
2004,monaco,grid,0.21353383458646616
1995,monza,grid,0.21304347826086956
2015,sochi,grid,0.212385931413765
1974,monaco,grid,0.21237000547345375
2018,americas,grid,0.21052631578947367
1973,mosport,grid,0.21025641025641026
1967,watkins_glen,grid,0.20949432404540763
1971,nurburgring,grid,0.20765281660357837
1984,dallas,grid,0.20547008547008547
1995,suzuka,grid,0.20521739130434782
1975,montjuic,grid,0.20273504273504273
1976,interlagos,grid,0.20271033314511575
1965,watkins_glen,grid,0.20123839009287925
1973,watkins_glen,grid,0.20087575259989054
1977,watkins_glen,grid,0.20085470085470086
1974,nivelles,grid,0.19631976513374877
1974,anderstorp,grid,0.19536019536019536
1972,kyalami,grid,0.19384615384615383
1976,mosport,grid,0.19164307255672505
2003,suzuka,grid,0.18947368421052632
1999,magny_cours,grid,0.189158667419537
1978,galvez,grid,0.18914609441266347
1980,osterreichring,grid,0.18684101865153352
2003,nurburgring,grid,0.18345864661654135
1986,osterreichring,grid,0.1829059829059829
1999,albert_park,grid,0.18125352907961603
1954,bremgarten,grid,0.17892156862745098
1979,interlagos,grid,0.17580981459830644
1973,nurburgring,grid,0.17447769621682666
2009,hungaroring,grid,0.17443609022556392
1954,nurburgring,grid,0.17296869728176514
1984,jacarepagua,grid,0.17216117216117216
1956,silverstone,grid,0.17149787663244975
1962,nurburgring,grid,0.17031195968746712
1970,brands_hatch,grid,0.16996047430830039
1982,imola,grid,0.16923076923076924
1995,silverstone,grid,0.16869565217391305
1991,hockenheimring,grid,0.16800733235746068
1964,nurburgring,grid,0.16798418972332016
1987,hockenheimring,grid,0.1664957264957265
1997,nurburgring,grid,0.16544325239977414
1983,kyalami,grid,0.16512820512820514
1959,reims,grid,0.16431394692264256
2018,red_bull_ring,grid,0.16390977443609023
1985,jacarepagua,grid,0.16384615384615384
1977,galvez,grid,0.16363636363636364
1990,adelaide,grid,0.1629371522314469
1966,reims,grid,0.16176470588235295
1995,villeneuve,grid,0.1608695652173913
1984,zandvoort,grid,0.1588222939456771
1956,reims,grid,0.15731469759236763
1974,galvez,grid,0.15615384615384614
1998,monaco,grid,0.1541501976284585
2002,monza,grid,0.15338345864661654
1969,monaco,grid,0.15294117647058825
1965,nurburgring,grid,0.15221486419431463
1982,dijon,grid,0.15218715444843495
1994,catalunya,grid,0.15079365079365079
1987,monza,grid,0.15077714191807443
1973,zolder,grid,0.15019762845849802
1999,villeneuve,grid,0.14963297571993225
2005,spa,grid,0.14887218045112782
1975,silverstone,grid,0.1484518503636431
1968,watkins_glen,grid,0.1476085587417965
1955,monza,grid,0.14525691699604742
1956,indianapolis,grid,0.14447666635694073
2005,indianapolis,grid,0.14285714285714285
1975,anderstorp,grid,0.14256410256410257
1980,watkins_glen,grid,0.14088551246101458
1958,monza,grid,0.13996743446495033
2005,imola,grid,0.13984962406015036
2000,osterreichring,grid,0.13946922642574816
1984,zolder,grid,0.13736263736263737
1958,reims,grid,0.13570126651950026
1970,kyalami,grid,0.1324110671936759
1973,kyalami,grid,0.13
1993,hungaroring,grid,0.12957264957264958
2019,interlagos,grid,0.1293233082706767
2001,interlagos,grid,0.1293054771315641
1988,imola,grid,0.12928959321335465
1984,hockenheimring,grid,0.1288156288156288
1967,rodriguez,grid,0.12704178862030566
1983,villeneuve,grid,0.1265204902018211
2006,monaco,grid,0.12478825522303783
1982,ricard,grid,0.12305561993355299
1960,boavista,grid,0.12142857142857143
1972,jarama,grid,0.11726495726495727
1960,indianapolis,grid,0.11521550373147146
1990,hockenheimring,grid,0.11407905283531287
1994,silverstone,grid,0.11328958926568301
1978,zandvoort,grid,0.11085257457330398
1971,ricard,grid,0.10968379446640317
1979,hockenheimring,grid,0.10686478926563724
1999,imola,grid,0.1067193675889328
1991,adelaide,grid,0.10670424537929266
1958,zandvoort,grid,0.10629514963880289
2012,spa,grid,0.10347826086956521
1980,zolder,grid,0.10300034844253951
1990,interlagos,grid,0.10163406525327875
1959,sebring,grid,0.1002117288069765
1961,watkins_glen,grid,0.09953145788623981
2012,yas_marina,grid,0.09913043478260869
1976,watkins_glen,grid,0.09768009768009768
1988,jerez,grid,0.0919546304672522
1969,kyalami,grid,0.09184726522187822
2000,albert_park,grid,0.08752117447769622
2009,albert_park,grid,0.08721804511278196
1978,ricard,grid,0.08689233570818232
1990,rodriguez,grid,0.08642352487523704
1991,catalunya,grid,0.0850407484772332
2006,sepang,grid,0.08413325804630152
1957,indianapolis,grid,0.08140811943759564
1967,nurburgring,grid,0.08133108139888642
2004,villeneuve,grid,0.081203007518797
1964,watkins_glen,grid,0.08004046593372305
1991,magny_cours,grid,0.07950964288521806
1983,imola,grid,0.0763533241522973
1974,watkins_glen,grid,0.07612195534993463
1985,osterreichring,grid,0.07548542204106612
1975,kyalami,grid,0.07469946153528004
1970,osterreichring,grid,0.07217201626335541
1994,magny_cours,grid,0.07028916122323392
1965,silverstone,grid,0.06690479530902513
1966,zandvoort,grid,0.06372549019607843
1958,spa,grid,0.06315789473684211
2008,villeneuve,grid,0.06315789473684211
1975,monza,grid,0.06312242321615916
1988,ricard,grid,0.06199447517717004
1961,spa,grid,0.05885924624266094
1976,monza,grid,0.056927747611702675
1961,monza,grid,0.05623284644749894
1966,watkins_glen,grid,0.056140350877192984
1987,imola,grid,0.04798720511772548
1954,reims,grid,0.045736871823828344
1966,monaco,grid,0.04537204527083857
1990,estoril,grid,0.04499731540945097
1989,jerez,grid,0.04263560560511695
1978,watkins_glen,grid,0.04212454212454213
1982,villeneuve,grid,0.039679159080615055
1992,silverstone,grid,0.03618264908109926
1992,suzuka,grid,0.033846153846153845
1968,rodriguez,grid,0.033766233766233764
1993,monza,grid,0.03316239316239316
1968,zandvoort,grid,0.03291275967231771
1966,spa,grid,0.03248762998259073
1998,osterreichring,grid,0.032185206098249576
1987,spa,grid,0.031794871794871796
1993,donington,grid,0.03111111111111111
1992,adelaide,grid,0.03111111111111111
1988,hockenheimring,grid,0.030190618023082875
1974,jarama,grid,0.026454484872592283
1983,brands_hatch,grid,0.025615659659637507
1979,long_beach,grid,0.02550965937308765
1976,ricard,grid,0.025021631165757955
1957,galvez,grid,0.02381156501060097
1983,spa,grid,0.023429720407744624
1992,imola,grid,0.023396202334965283
1970,watkins_glen,grid,0.021848558760538695
2000,hockenheimring,grid,0.017504234895539244
1979,dijon,grid,0.01747884700843096
1963,watkins_glen,grid,0.014753512643664696
1992,monaco,grid,0.014519152179039792
1980,ricard,grid,0.014357624328354007
1994,adelaide,grid,0.014057832244646731
1990,ricard,grid,0.013597301247037315
1981,dijon,grid,0.012567339864051159
1968,tremblant,grid,0.012395530151376132
1994,spa,grid,0.01130139454961798
1988,monza,grid,0.011292673917030944
1997,osterreichring,grid,0.009599096555618294
1987,monaco,grid,0.007583952786593615
1994,estoril,grid,0.0019295063865200856
1992,monza,grid,0.0008269313085085724
1999,nurburgring,grid,-0.000564652738565782
2000,monza,grid,-0.0016939582156973462
2009,interlagos,grid,-0.004511278195488722
1967,lemans,grid,-0.007142857142857143
1994,imola,grid,-0.008103032673439023
1999,interlagos,grid,-0.010728402032749858
1979,kyalami,grid,-0.01241010455988046
1992,hockenheimring,grid,-0.013136375781035999
1998,villeneuve,grid,-0.017504234895539244
1987,rodriguez,grid,-0.0177901802542236
1991,interlagos,grid,-0.020511183237056224
2012,albert_park,grid,-0.023267537642126704
1954,pedralbes,grid,-0.02403929394315182
1988,rodriguez,grid,-0.02604228882907139
1983,osterreichring,grid,-0.026117927496101048
1977,silverstone,grid,-0.02880784162507898
1963,george,grid,-0.029535917813071813
1991,monza,grid,-0.029729692557081498
2002,albert_park,grid,-0.033314511575381144
1988,adelaide,grid,-0.0361826490810992
1976,fuji,grid,-0.03658119658119658
1995,spa,grid,-0.03826086956521739
2000,interlagos,grid,-0.039980813812950065
2017,marina_bay,grid,-0.0406015037593985
1990,imola,grid,-0.04125282920711311
1965,rodriguez,grid,-0.04156978340430064
2002,magny_cours,grid,-0.04201526832173941
1988,monaco,grid,-0.0426356056051169
1972,monza,grid,-0.04452629116487357
1989,hungaroring,grid,-0.045862083867125744
1994,hungaroring,grid,-0.04603250950698073
1950,bremgarten,grid,-0.04643962848297214
1990,silverstone,grid,-0.046783934799128325
1997,monaco,grid,-0.04799548277809147
1984,osterreichring,grid,-0.0483544956654423
1959,aintree,grid,-0.0493598147482755
1989,spa,grid,-0.049549487595135805
1982,zandvoort,grid,-0.05369781678914729
1981,osterreichring,grid,-0.054133031412815794
1988,hungaroring,grid,-0.05508059318715103
1963,rodriguez,grid,-0.05821753066037645
1974,mosport,grid,-0.06107262424516746
1994,monza,grid,-0.06532757337218219
1991,estoril,grid,-0.06798650623518647
1984,kyalami,grid,-0.06837606837606838
1956,monza,grid,-0.06955530003888775
1983,jacarepagua,grid,-0.07028916122323398
1990,phoenix,grid,-0.0721348354291978
2019,hockenheimring,grid,-0.07368421052631578
1988,jacarepagua,grid,-0.07397853729320285
1989,hockenheimring,grid,-0.07443946275920411
1988,suzuka,grid,-0.07443946275920411
1990,spa,grid,-0.07766594102121296
1976,nurburgring,grid,-0.0780071867693146
1992,catalunya,grid,-0.07904871741921676
1993,imola,grid,-0.0817094017094017
1992,rodriguez,grid,-0.08365797207922944
1980,hockenheimring,grid,-0.08411293090585643
1991,hungaroring,grid,-0.08457982301123193
1992,hungaroring,grid,-0.08550167394323441
1988,silverstone,grid,-0.08688445034123825
1997,galvez,grid,-0.08752117447769622
1982,detroit,grid,-0.08890140705403625
1992,magny_cours,grid,-0.08965000313724583
1983,ricard,grid,-0.09040821056342671
2012,valencia,grid,-0.09043478260869565
1979,jarama,grid,-0.09113970225824704
1992,spa,grid,-0.09149370500125088
1991,phoenix,grid,-0.09241555593325342
1970,hockenheimring,grid,-0.09298633369365687
1982,las_vegas,grid,-0.09515244418741826
1988,estoril,grid,-0.09610295966126353
1988,spa,grid,-0.09794666152526858
1977,mosport,grid,-0.10028095428447763
1989,estoril,grid,-0.10255591618528125
1970,zandvoort,grid,-0.1037013698199648
1980,villeneuve,grid,-0.10484713452587487
1990,villeneuve,grid,-0.110852574573304
1994,hockenheimring,grid,-0.11218701418767148
1962,aintree,grid,-0.11240063187396572
1974,brands_hatch,grid,-0.11260317536228488
1969,watkins_glen,grid,-0.11352560078290015
1992,kyalami,grid,-0.1145399783013141
1989,suzuka,grid,-0.11546182923331663
1963,silverstone,grid,-0.11695348921471224
1991,rodriguez,grid,-0.11776645656332295
1979,monza,grid,-0.11966249049148761
1976,zolder,grid,-0.12167555881027642
1983,monza,grid,-0.12456242344294342
1991,silverstone,grid,-0.1274458913493495
1977,hockenheimring,grid,-0.1291216364414064
1989,monza,grid,-0.12928959321335456
2005,villeneuve,grid,-0.13233082706766916
1983,hockenheimring,grid,-0.13259870882635916
2003,indianapolis,grid,-0.13533834586466165
1981,galvez,grid,-0.13666982102155603
1990,monza,grid,-0.13712532613537606
1989,monaco,grid,-0.13896902799938116
1980,zandvoort,grid,-0.14085893430957303
1982,osterreichring,grid,-0.14314633339209226
1966,monza,grid,-0.1450732386927046
1964,monza,grid,-0.14564739642167998
1963,zandvoort,grid,-0.14728769334399766
1981,las_vegas,grid,-0.1480794442448265
1961,nurburgring,grid,-0.1481875373194064
1967,zandvoort,grid,-0.14950980392156862
1978,jarama,grid,-0.15080807836861357
1983,detroit,grid,-0.1514041514041514
1981,jarama,grid,-0.15146688251186502
1961,reims,grid,-0.1532577174454203
1980,brands_hatch,grid,-0.1541884003958015
1981,long_beach,grid,-0.15447355249562844
1956,galvez,grid,-0.15465692290010047
1976,monaco,grid,-0.15595250925833146
1984,imola,grid,-0.15629001730813197
1975,nurburgring,grid,-0.15692307692307692
1980,kyalami,grid,-0.1595499873219835
1984,monza,grid,-0.1617826617826618
1979,zandvoort,grid,-0.1620208095317726
1982,kyalami,grid,-0.1633980776974481
1991,suzuka,grid,-0.16478085409545187
1983,silverstone,grid,-0.16604845051921227
1982,monza,grid,-0.16708548142545823
1978,anderstorp,grid,-0.16792178018814014
1958,indianapolis,grid,-0.1685966892443678
1963,reims,grid,-0.1689970906329352
1988,villeneuve,grid,-0.16939010875546454
1994,monaco,grid,-0.17029421257169303
1991,villeneuve,grid,-0.17077288515346833
1990,jerez,grid,-0.17174368028005116
1989,imola,grid,-0.1809132454054961
2001,hockenheimring,grid,-0.18351214003387917
1986,monaco,grid,-0.1868094228548997
1989,silverstone,grid,-0.18967082925952017
1979,zolder,grid,-0.19658837723601538
1977,dijon,grid,-0.19691194619957925
1994,okayama,grid,-0.19763658273356377
1962,george,grid,-0.20183322420102656
1981,imola,grid,-0.20227845651744272
1978,jacarepagua,grid,-0.20513569798540734
1991,monaco,grid,-0.210412475229577
1983,zandvoort,grid,-0.21195702698758925
1968,monaco,grid,-0.21200467444875198
1964,zeltweg,grid,-0.21203007518796993
1971,monaco,grid,-0.21440064854392493
1970,charade,grid,-0.21591774401280137
1983,long_beach,grid,-0.217482934137771
1990,hungaroring,grid,-0.21870913361759975
1961,monaco,grid,-0.22566746966809578
1978,monza,grid,-0.22599052438671233
1968,jarama,grid,-0.22637362637362637
1982,jacarepagua,grid,-0.22654486653962128
1985,adelaide,grid,-0.22846153846153847
1955,monaco,grid,-0.2294320632001462
1990,monaco,grid,-0.23530245039364522
1991,spa,grid,-0.23714615225765034
1992,interlagos,grid,-0.2376070777236516
1960,zandvoort,grid,-0.240916256945504
1974,monza,grid,-0.24100656368517465
1981,monza,grid,-0.24244379596947083
1989,adelaide,grid,-0.24313818331566678
1956,nurburgring,grid,-0.24348323644389128
1985,monaco,grid,-0.2435194262215657
1982,hockenheimring,grid,-0.24410216852125208
1963,spa,grid,-0.24686432284575693
1977,osterreichring,grid,-0.25051299077168704
1989,jacarepagua,grid,-0.2546613199656984
1982,brands_hatch,grid,-0.25512224543169965
1977,monza,grid,-0.25647746879005895
1978,hockenheimring,grid,-0.25696138854249306
1990,suzuka,grid,-0.25871117178544695
1989,ricard,grid,-0.2597315000917123
1979,villeneuve,grid,-0.2601383749137671
1978,kyalami,grid,-0.26526260568372745
1969,montjuic,grid,-0.2703296703296703
1989,rodriguez,grid,-0.2712546367417439
1952,monza,grid,-0.2729506002030634
1980,long_beach,grid,-0.28028579667091036
1962,zandvoort,grid,-0.2872057524246658
1976,brands_hatch,grid,-0.2873870280517881
1979,silverstone,grid,-0.28837317587777045
1977,anderstorp,grid,-0.2889000922031419
1980,imola,grid,-0.2900390840960343
1977,jarama,grid,-0.2904789313998516
1988,detroit,grid,-0.292457208177802
1974,nurburgring,grid,-0.29439892942346557
1982,long_beach,grid,-0.29614461190581215
1978,osterreichring,grid,-0.29842569533313723
1981,jacarepagua,grid,-0.30051416626155963
1989,villeneuve,grid,-0.3030584938958311
1981,hockenheimring,grid,-0.31117198370117083
1981,zolder,grid,-0.3126121600724115
1992,villeneuve,grid,-0.3131988541478589
1979,monaco,grid,-0.31440693042989815
1982,zolder,grid,-0.31697502670038397
1976,jarama,grid,-0.3189031168540544
1981,villeneuve,grid,-0.3271297526454337
1956,monaco,grid,-0.33305889818157447
1974,dijon,grid,-0.3376742309992785
1959,monaco,grid,-0.3481844581249936
1979,watkins_glen,grid,-0.3527774995244396
1977,zandvoort,grid,-0.35329936968996895
1980,galvez,grid,-0.36525550669068363
1977,zolder,grid,-0.3719043627994669
1976,long_beach,grid,-0.3723853554539535
1955,spa,grid,-0.37420544081535556
1981,zandvoort,grid,-0.37460676839718277
1978,monaco,grid,-0.390114620095596
1968,monza,grid,-0.39409659329907937
1965,george,grid,-0.4087183519787675
1960,monaco,grid,-0.4105948798643793
1978,brands_hatch,grid,-0.41091505294012687
1977,monaco,grid,-0.4159517676556659
1980,interlagos,grid,-0.41824889533691384
1978,zolder,grid,-0.4268172216468528
1978,long_beach,grid,-0.4292732177990828
1962,essarts,grid,-0.43616876092444345
1983,monaco,grid,-0.44273408041871465
1962,monza,grid,-0.4507587795058073
1978,villeneuve,grid,-0.45079911057367644
1980,monaco,grid,-0.45318595144867924
1963,nurburgring,grid,-0.4550688221181828
1974,osterreichring,grid,-0.46340167230570745
1970,monaco,grid,-0.47218956894806613
1962,monaco,grid,-0.4733452669657558
1984,monaco,grid,-0.47426436779512937
1963,monaco,grid,-0.486274652798421
1967,monaco,grid,-0.49106986318561957
1964,monaco,grid,-0.5043403641278524
1982,monaco,grid,-0.5085020048066873
1981,silverstone,grid,-0.520073028518145
1991,imola,grid,-0.5211118264555601
1989,phoenix,grid,-0.5243027175764378
1975,monaco,grid,-0.5271554102895565
1957,monaco,grid,-0.533032705815124
1970,monza,grid,-0.5360943890780501
1963,monza,grid,-0.5415628601862726
1962,spa,grid,-0.5574997624248611
1970,jarama,grid,-0.5838528750968519
1981,monaco,grid,-0.6082856576346071
1958,monaco,grid,-0.7219489685502639
